timestamp,instance,algorithm,best_objective,best_distance,time_violation,capacity_violation,vehicle_violation,routes,runtime_ms,solutions_evaluated,generated_relocate,generated_swap,generated_noop,penalty_weight,enforce_time_windows,max_vehicles,parameters
2026-04-28 02:08:27,data101.vrp,SA,1112.7265879500403,1112.7265879500403,13980.418086172716,0.0,0.0,8,86,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993162; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 02:08:27,data101.vrp,SA,1078.6128451003594,1078.6128451003594,16255.078336174596,0.0,0.0,8,171,100001,100000,0,0,1000.0,False,2147483647,iterations=100000; seed=66571993162; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-22 19:46:02,data101.vrp,SA,1185.909407571988,1185.909407571988,13484.439647911497,0.0,0.0,8,88,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993098; initialTemp=1400.0; coolingRate=0.9995; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 02:28:06,data101.vrp,SA,2484.1778951057536,2484.1778951057536,0.0,0.0,0.0,29,53,10001,10000,0,0,1000.0,True,2147483647,iterations=10000; seed=66571993162; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 02:28:06,data101.vrp,SA,2040.1708234675516,2040.1708234675516,0.0,0.0,0.0,26,87,30001,30000,0,0,1000.0,True,2147483647,iterations=30000; seed=66571993162; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 02:28:07,data101.vrp,SA,1959.4194931268487,1959.4194931268487,0.0,0.0,0.0,25,232,100001,100000,0,0,1000.0,True,2147483647,iterations=100000; seed=66571993162; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 02:57:40,data111.vrp,SA,1393.190003117325,1393.190003117325,7413.1145839775,0.0,0.0,8,64,10001,10000,0,0,1000.0,False,2147483647,iterations=10000; seed=66571993098; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 02:57:40,data111.vrp,SA,1128.6459048012323,1128.6459048012323,7785.249893111365,0.0,0.0,8,81,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993098; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 02:57:41,data111.vrp,SA,1065.7247601090958,1065.7247601090958,7362.790444206615,0.0,0.0,8,177,100001,100000,0,0,1000.0,False,2147483647,iterations=100000; seed=66571993098; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 03:17:06,data111.vrp,SA,1661.2475333602713,1661.2475333602713,0.0,0.0,0.0,18,49,10001,10000,0,0,1000.0,True,2147483647,iterations=10000; seed=66571993098; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 03:17:07,data111.vrp,SA,1322.8182527200422,1322.8182527200422,0.0,0.0,0.0,16,87,30001,30000,0,0,1000.0,True,2147483647,iterations=30000; seed=66571993098; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 03:17:07,data111.vrp,SA,1227.1008597848586,1227.1008597848586,0.0,0.0,0.0,15,192,100001,100000,0,0,1000.0,True,2147483647,iterations=100000; seed=66571993098; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 03:41:40,data111.vrp,SA,1358.3899582408676,1358.3899582408676,7658.308024573052,0.0,0.0,8,48,10001,10000,0,0,1000.0,False,2147483647,iterations=10000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-23 12:37:03,data101.vrp,SA,1084.976561450762,1084.976561450762,14399.181179897225,0.0,0.0,8,88,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9995; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 03:41:40,data111.vrp,SA,938.9377983786368,938.9377983786368,5880.459221551144,0.0,0.0,8,79,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 03:41:41,data111.vrp,SA,921.9093175665788,921.9093175665788,5413.884968597664,0.0,0.0,8,232,100001,100000,0,0,1000.0,False,2147483647,iterations=100000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:02:22,data111.vrp,SA,1856.6781129020203,1856.6781129020203,0.0,0.0,0.0,19,42,10001,10000,0,0,1000.0,True,2147483647,iterations=10000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:02:22,data111.vrp,SA,1346.75356035997,1346.75356035997,0.0,0.0,0.0,15,96,30001,30000,0,0,1000.0,True,2147483647,iterations=30000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:02:23,data111.vrp,SA,1234.075508540035,1234.075508540035,0.0,0.0,0.0,14,200,100001,100000,0,0,1000.0,True,2147483647,iterations=100000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:27:06,data111.vrp,SA,1387.8701377649295,1387.8701377649295,9439.669443466864,0.0,0.0,8,49,10001,10000,0,0,1000.0,False,2147483647,iterations=10000; seed=66571993100; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:27:06,data111.vrp,SA,999.4822172262672,999.4822172262672,6990.734828762386,0.0,0.0,8,80,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993100; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:27:07,data111.vrp,SA,957.2566967736244,957.2566967736244,6828.335981206071,0.0,0.0,8,162,100001,100000,0,0,1000.0,False,2147483647,iterations=100000; seed=66571993100; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:46:31,data111.vrp,SA,1796.3602725194803,1796.3602725194803,0.0,0.0,0.0,19,47,10001,10000,0,0,1000.0,True,2147483647,iterations=10000; seed=66571993100; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:46:31,data111.vrp,SA,1292.2145622704122,1292.2145622704122,0.0,0.0,0.0,15,92,30001,30000,0,0,1000.0,True,2147483647,iterations=30000; seed=66571993100; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-23 12:37:04,data101.vrp,SA,1435.0581331632093,1435.0581331632093,17157.69897528099,0.0,0.0,8,71,30001,0,30000,0,1000.0,False,2147483647,iterations=30000; seed=66571993099; initialTemp=1250.0; coolingRate=0.9995; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 04:46:32,data111.vrp,SA,1240.1883556115338,1240.1883556115338,0.0,0.0,0.0,15,185,100001,100000,0,0,1000.0,True,2147483647,iterations=100000; seed=66571993100; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:10:49,data111.vrp,SA,1522.0622725717735,1522.0622725717735,12094.81292594732,0.0,0.0,8,47,10001,10000,0,0,1000.0,False,2147483647,iterations=10000; seed=66571993101; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:10:49,data111.vrp,SA,1159.4419307138437,1159.4419307138437,6581.339894102439,0.0,0.0,8,82,30001,30000,0,0,1000.0,False,2147483647,iterations=30000; seed=66571993101; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:10:50,data111.vrp,SA,1039.9316731631998,1039.9316731631998,5928.252487646714,0.0,0.0,8,153,100001,100000,0,0,1000.0,False,2147483647,iterations=100000; seed=66571993101; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
2026-04-28 05:31:34,data111.vrp,SA,1748.6837120848656,1748.6837120848656,0.0,0.0,0.0,18,49,10001,10000,0,0,1000.0,True,2147483647,iterations=10000; seed=66571993101; initialTemp=1250.0; coolingRate=0.9993; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647
