"instance","enforce_time_windows","seed","scenario","algo","neighborhood_family","inter_type","intra_type","initial_temp","cooling_rate","tabu_tenure","iterations","penalty_weight"
"data/data101.vrp","non","41","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","41","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","41","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","41","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","41","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","41","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","41","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","41","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","42","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","42","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","42","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","42","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","42","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","42","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","42","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","42","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","43","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","43","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","43","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","43","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","43","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","43","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","43","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","43","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","44","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","44","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","44","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","44","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","44","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","44","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","44","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","44","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","45","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","45","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","45","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","45","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","45","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","45","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","45","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","45","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","46","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","46","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","46","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","46","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","46","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","46","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","46","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","46","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","47","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","47","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","47","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","47","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","47","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","47","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","47","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","47","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","48","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","48","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","48","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","48","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","48","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","48","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","48","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","48","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","49","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","49","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","49","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","49","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","49","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","49","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","49","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","49","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","non","50","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","non","50","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","non","50","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","non","50","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","non","50","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","non","50","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","non","50","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","non","50","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","oui","41","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","oui","41","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","oui","41","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","oui","41","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","41","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","oui","41","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","oui","42","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","oui","42","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","oui","42","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","oui","42","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","42","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","oui","42","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","oui","43","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","oui","43","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","oui","43","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","oui","43","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","43","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","oui","43","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","oui","44","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","oui","44","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","oui","44","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","oui","44","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","44","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","oui","44","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","oui","45","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","TABU_intra_2opt_baseline","tabu","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","SA_tuning_T1000_C09995","sa","inter","relocate","2opt","1000","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","SA_tuning_T1250_C09993","sa","inter","relocate","2opt","1250","0,9993","50","30000","1000"
"data/data101.vrp","oui","45","SA_tuning_T1250_C09995","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","SA_tuning_T1250_C09997","sa","inter","relocate","2opt","1250","0,9997","50","30000","1000"
"data/data101.vrp","oui","45","SA_tuning_T1400_C09995","sa","inter","relocate","2opt","1400","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","TABU_tuning_tenure_40","tabu","inter","relocate","2opt","1250","0,9995","40","30000","1000"
"data/data101.vrp","oui","45","TABU_tuning_tenure_50","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","45","TABU_tuning_tenure_60","tabu","inter","relocate","2opt","1250","0,9995","60","30000","1000"
"data/data101.vrp","oui","45","TABU_tuning_tenure_70","tabu","inter","relocate","2opt","1250","0,9995","70","30000","1000"
"data/data101.vrp","oui","46","SA_inter_relocate_baseline","sa","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","46","SA_inter_exchange_baseline","sa","inter","exchange","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","46","SA_intra_2opt_baseline","sa","intra","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","46","TABU_inter_relocate_baseline","tabu","inter","relocate","2opt","1250","0,9995","50","30000","1000"
"data/data101.vrp","oui","46","TABU_inter_exchange_baseline","tabu","inter","exchange","2opt","1250","0,9995","50","30000","1000"
