"timestamp","status","index","penalty","temp","cooling","iterations","seed"
"2026-04-29 11:40:02","ok","29","1000","1000","0,998","100000","102"
"2026-04-29 11:40:03","ok","30","1000","1000","0,998","100000","103"
"2026-04-29 11:40:03","ok","31","1000","1000","0,9993","50000","101"
"2026-04-29 11:40:04","ok","32","1000","1000","0,9993","50000","102"
"2026-04-29 11:40:04","ok","33","1000","1000","0,9993","50000","103"
"2026-04-29 11:40:05","ok","34","1000","1000","0,9993","100000","101"
"2026-04-29 11:40:06","ok","35","1000","1000","0,9993","100000","102"
"2026-04-29 11:40:06","ok","36","1000","1000","0,9993","100000","103"
"2026-04-29 11:40:07","ok","37","1000","1000","0,9995","50000","101"
"2026-04-29 11:40:07","ok","38","1000","1000","0,9995","50000","102"
"2026-04-29 11:40:08","ok","39","1000","1000","0,9995","50000","103"
"2026-04-29 11:40:08","ok","40","1000","1000","0,9995","100000","101"
"2026-04-29 11:40:09","ok","41","1000","1000","0,9995","100000","102"
"2026-04-29 11:40:10","ok","42","1000","1000","0,9995","100000","103"
"2026-04-29 11:40:10","ok","43","1000","1000","0,999","50000","101"
"2026-04-29 11:40:11","ok","44","1000","1000","0,999","50000","102"
"2026-04-29 11:40:11","ok","45","1000","1000","0,999","50000","103"
"2026-04-29 11:40:12","ok","46","1000","1000","0,999","100000","101"
"2026-04-29 11:40:12","ok","47","1000","1000","0,999","100000","102"
"2026-04-29 11:40:13","ok","48","1000","1000","0,999","100000","103"
"2026-04-29 11:40:14","ok","49","1000","1250","0,998","50000","101"
"2026-04-29 11:40:14","ok","50","1000","1250","0,998","50000","102"
"2026-04-29 11:40:15","ok","51","1000","1250","0,998","50000","103"
"2026-04-29 11:40:15","ok","52","1000","1250","0,998","100000","101"
"2026-04-29 11:40:16","ok","53","1000","1250","0,998","100000","102"
"2026-04-29 11:40:16","ok","54","1000","1250","0,998","100000","103"
"2026-04-29 11:40:17","ok","55","1000","1250","0,9993","50000","101"
"2026-04-29 11:40:17","ok","56","1000","1250","0,9993","50000","102"
"2026-04-29 11:40:18","ok","57","1000","1250","0,9993","50000","103"
"2026-04-29 11:40:19","ok","58","1000","1250","0,9993","100000","101"
"2026-04-29 11:40:19","ok","59","1000","1250","0,9993","100000","102"
"2026-04-29 11:40:20","ok","60","1000","1250","0,9993","100000","103"
"2026-04-29 11:40:20","ok","61","1000","1250","0,9995","50000","101"
"2026-04-29 11:40:21","ok","62","1000","1250","0,9995","50000","102"
"2026-04-29 11:40:21","ok","63","1000","1250","0,9995","50000","103"
"2026-04-29 11:40:22","ok","64","1000","1250","0,9995","100000","101"
"2026-04-29 11:40:23","ok","65","1000","1250","0,9995","100000","102"
"2026-04-29 11:40:23","ok","66","1000","1250","0,9995","100000","103"
"2026-04-29 11:40:24","ok","67","1000","1250","0,999","50000","101"
"2026-04-29 11:40:24","ok","68","1000","1250","0,999","50000","102"
"2026-04-29 11:40:25","ok","69","1000","1250","0,999","50000","103"
"2026-04-29 11:40:25","ok","70","1000","1250","0,999","100000","101"
"2026-04-29 11:40:26","ok","71","1000","1250","0,999","100000","102"
"2026-04-29 11:40:27","ok","72","1000","1250","0,999","100000","103"
"2026-04-29 11:40:27","ok","73","1000","1500","0,998","50000","101"
"2026-04-29 11:40:28","ok","74","1000","1500","0,998","50000","102"
"2026-04-29 11:40:28","ok","75","1000","1500","0,998","50000","103"
"2026-04-29 11:40:29","ok","76","1000","1500","0,998","100000","101"
"2026-04-29 11:40:30","ok","77","1000","1500","0,998","100000","102"
"2026-04-29 11:40:30","ok","78","1000","1500","0,998","100000","103"
"2026-04-29 11:40:31","ok","79","1000","1500","0,9993","50000","101"
"2026-04-29 11:40:32","ok","80","1000","1500","0,9993","50000","102"
"2026-04-29 11:40:32","ok","81","1000","1500","0,9993","50000","103"
"2026-04-29 11:40:33","ok","82","1000","1500","0,9993","100000","101"
"2026-04-29 11:40:33","ok","83","1000","1500","0,9993","100000","102"
"2026-04-29 11:40:34","ok","84","1000","1500","0,9993","100000","103"
"2026-04-29 11:40:35","ok","85","1000","1500","0,9995","50000","101"
"2026-04-29 11:40:35","ok","86","1000","1500","0,9995","50000","102"
"2026-04-29 11:40:36","ok","87","1000","1500","0,9995","50000","103"
"2026-04-29 11:40:36","ok","88","1000","1500","0,9995","100000","101"
"2026-04-29 11:40:37","ok","89","1000","1500","0,9995","100000","102"
"2026-04-29 11:40:38","ok","90","1000","1500","0,9995","100000","103"
"2026-04-29 11:40:38","ok","91","1000","1500","0,999","50000","101"
"2026-04-29 11:40:39","ok","92","1000","1500","0,999","50000","102"
"2026-04-29 11:40:39","ok","93","1000","1500","0,999","50000","103"
"2026-04-29 11:40:40","ok","94","1000","1500","0,999","100000","101"
"2026-04-29 11:40:41","ok","95","1000","1500","0,999","100000","102"
"2026-04-29 11:40:41","ok","96","1000","1500","0,999","100000","103"
"2026-04-29 11:40:42","ok","97","1000","2000","0,998","50000","101"
"2026-04-29 11:40:42","ok","98","1000","2000","0,998","50000","102"
"2026-04-29 11:40:43","ok","99","1000","2000","0,998","50000","103"
"2026-04-29 11:40:44","ok","100","1000","2000","0,998","100000","101"
"2026-04-29 11:40:44","ok","101","1000","2000","0,998","100000","102"
"2026-04-29 11:40:45","ok","102","1000","2000","0,998","100000","103"
"2026-04-29 11:40:45","ok","103","1000","2000","0,9993","50000","101"
"2026-04-29 11:40:46","ok","104","1000","2000","0,9993","50000","102"
"2026-04-29 11:40:46","ok","105","1000","2000","0,9993","50000","103"
"2026-04-29 11:40:47","ok","106","1000","2000","0,9993","100000","101"
"2026-04-29 11:40:48","ok","107","1000","2000","0,9993","100000","102"
"2026-04-29 11:40:48","ok","108","1000","2000","0,9993","100000","103"
"2026-04-29 11:40:49","ok","109","1000","2000","0,9995","50000","101"
"2026-04-29 11:40:49","ok","110","1000","2000","0,9995","50000","102"
"2026-04-29 11:40:50","ok","111","1000","2000","0,9995","50000","103"
"2026-04-29 11:40:50","ok","112","1000","2000","0,9995","100000","101"
"2026-04-29 11:40:51","ok","113","1000","2000","0,9995","100000","102"
"2026-04-29 11:40:52","ok","114","1000","2000","0,9995","100000","103"
"2026-04-29 11:40:52","ok","115","1000","2000","0,999","50000","101"
"2026-04-29 11:40:53","ok","116","1000","2000","0,999","50000","102"
"2026-04-29 11:40:53","ok","117","1000","2000","0,999","50000","103"
"2026-04-29 11:40:54","ok","118","1000","2000","0,999","100000","101"
"2026-04-29 11:40:55","ok","119","1000","2000","0,999","100000","102"
"2026-04-29 11:40:55","ok","120","1000","2000","0,999","100000","103"
"2026-04-29 11:40:56","ok","121","5000","500","0,998","50000","101"
"2026-04-29 11:40:56","ok","122","5000","500","0,998","50000","102"
"2026-04-29 11:40:57","ok","123","5000","500","0,998","50000","103"
"2026-04-29 11:40:57","ok","124","5000","500","0,998","100000","101"
"2026-04-29 11:40:58","ok","125","5000","500","0,998","100000","102"
"2026-04-29 11:40:59","ok","126","5000","500","0,998","100000","103"
"2026-04-29 11:40:59","ok","127","5000","500","0,9993","50000","101"
"2026-04-29 11:41:00","ok","128","5000","500","0,9993","50000","102"
"2026-04-29 11:41:00","ok","129","5000","500","0,9993","50000","103"
"2026-04-29 11:41:01","ok","130","5000","500","0,9993","100000","101"
"2026-04-29 11:41:02","ok","131","5000","500","0,9993","100000","102"
"2026-04-29 11:41:02","ok","132","5000","500","0,9993","100000","103"
"2026-04-29 11:41:03","ok","133","5000","500","0,9995","50000","101"
"2026-04-29 11:41:03","ok","134","5000","500","0,9995","50000","102"
"2026-04-29 11:41:04","ok","135","5000","500","0,9995","50000","103"
"2026-04-29 11:41:04","ok","136","5000","500","0,9995","100000","101"
"2026-04-29 11:41:05","ok","137","5000","500","0,9995","100000","102"
"2026-04-29 11:41:06","ok","138","5000","500","0,9995","100000","103"
"2026-04-29 11:41:06","ok","139","5000","500","0,999","50000","101"
"2026-04-29 11:41:07","ok","140","5000","500","0,999","50000","102"
"2026-04-29 11:41:07","ok","141","5000","500","0,999","50000","103"
"2026-04-29 11:41:08","ok","142","5000","500","0,999","100000","101"
"2026-04-29 11:41:08","ok","143","5000","500","0,999","100000","102"
"2026-04-29 11:41:09","ok","144","5000","500","0,999","100000","103"
"2026-04-29 11:41:10","ok","145","5000","1000","0,998","50000","101"
"2026-04-29 11:41:10","ok","146","5000","1000","0,998","50000","102"
"2026-04-29 11:41:11","ok","147","5000","1000","0,998","50000","103"
"2026-04-29 11:41:11","ok","148","5000","1000","0,998","100000","101"
"2026-04-29 11:41:12","ok","149","5000","1000","0,998","100000","102"
"2026-04-29 11:41:13","ok","150","5000","1000","0,998","100000","103"
"2026-04-29 11:41:13","ok","151","5000","1000","0,9993","50000","101"
"2026-04-29 11:41:14","ok","152","5000","1000","0,9993","50000","102"
"2026-04-29 11:41:14","ok","153","5000","1000","0,9993","50000","103"
"2026-04-29 11:41:15","ok","154","5000","1000","0,9993","100000","101"
"2026-04-29 11:41:16","ok","155","5000","1000","0,9993","100000","102"
"2026-04-29 11:41:16","ok","156","5000","1000","0,9993","100000","103"
"2026-04-29 11:41:17","ok","157","5000","1000","0,9995","50000","101"
"2026-04-29 11:41:17","ok","158","5000","1000","0,9995","50000","102"
"2026-04-29 11:41:18","ok","159","5000","1000","0,9995","50000","103"
"2026-04-29 11:41:18","ok","160","5000","1000","0,9995","100000","101"
"2026-04-29 11:41:19","ok","161","5000","1000","0,9995","100000","102"
"2026-04-29 11:41:20","ok","162","5000","1000","0,9995","100000","103"
"2026-04-29 11:41:20","ok","163","5000","1000","0,999","50000","101"
"2026-04-29 11:41:21","ok","164","5000","1000","0,999","50000","102"
"2026-04-29 11:41:21","ok","165","5000","1000","0,999","50000","103"
"2026-04-29 11:41:22","ok","166","5000","1000","0,999","100000","101"
"2026-04-29 11:41:23","ok","167","5000","1000","0,999","100000","102"
"2026-04-29 11:41:23","ok","168","5000","1000","0,999","100000","103"
"2026-04-29 11:41:24","ok","169","5000","1250","0,998","50000","101"
"2026-04-29 11:41:24","ok","170","5000","1250","0,998","50000","102"
"2026-04-29 11:41:25","ok","171","5000","1250","0,998","50000","103"
"2026-04-29 11:41:25","ok","172","5000","1250","0,998","100000","101"
"2026-04-29 11:41:26","ok","173","5000","1250","0,998","100000","102"
"2026-04-29 11:41:27","ok","174","5000","1250","0,998","100000","103"
"2026-04-29 11:41:27","ok","175","5000","1250","0,9993","50000","101"
"2026-04-29 11:41:28","ok","176","5000","1250","0,9993","50000","102"
"2026-04-29 11:41:28","ok","177","5000","1250","0,9993","50000","103"
"2026-04-29 11:41:29","ok","178","5000","1250","0,9993","100000","101"
"2026-04-29 11:41:30","ok","179","5000","1250","0,9993","100000","102"
"2026-04-29 11:41:30","ok","180","5000","1250","0,9993","100000","103"
"2026-04-29 11:41:31","ok","181","5000","1250","0,9995","50000","101"
"2026-04-29 11:41:31","ok","182","5000","1250","0,9995","50000","102"
"2026-04-29 11:41:32","ok","183","5000","1250","0,9995","50000","103"
"2026-04-29 11:41:32","ok","184","5000","1250","0,9995","100000","101"
"2026-04-29 11:41:33","ok","185","5000","1250","0,9995","100000","102"
"2026-04-29 11:41:34","ok","186","5000","1250","0,9995","100000","103"
"2026-04-29 11:41:34","ok","187","5000","1250","0,999","50000","101"
"2026-04-29 11:41:35","ok","188","5000","1250","0,999","50000","102"
"2026-04-29 11:41:35","ok","189","5000","1250","0,999","50000","103"
"2026-04-29 11:41:36","ok","190","5000","1250","0,999","100000","101"
"2026-04-29 11:41:36","ok","191","5000","1250","0,999","100000","102"
"2026-04-29 11:41:37","ok","192","5000","1250","0,999","100000","103"
"2026-04-29 11:41:38","ok","193","5000","1500","0,998","50000","101"
"2026-04-29 11:41:38","ok","194","5000","1500","0,998","50000","102"
"2026-04-29 11:41:39","ok","195","5000","1500","0,998","50000","103"
"2026-04-29 11:41:39","ok","196","5000","1500","0,998","100000","101"
"2026-04-29 11:41:40","ok","197","5000","1500","0,998","100000","102"
"2026-04-29 11:41:41","ok","198","5000","1500","0,998","100000","103"
"2026-04-29 11:41:41","ok","199","5000","1500","0,9993","50000","101"
"2026-04-29 11:41:42","ok","200","5000","1500","0,9993","50000","102"
"2026-04-29 11:41:42","ok","201","5000","1500","0,9993","50000","103"
"2026-04-29 11:41:43","ok","202","5000","1500","0,9993","100000","101"
"2026-04-29 11:41:43","ok","203","5000","1500","0,9993","100000","102"
"2026-04-29 11:41:44","ok","204","5000","1500","0,9993","100000","103"
"2026-04-29 11:41:44","ok","205","5000","1500","0,9995","50000","101"
"2026-04-29 11:41:45","ok","206","5000","1500","0,9995","50000","102"
"2026-04-29 11:41:46","ok","207","5000","1500","0,9995","50000","103"
"2026-04-29 11:41:46","ok","208","5000","1500","0,9995","100000","101"
"2026-04-29 11:41:47","ok","209","5000","1500","0,9995","100000","102"
"2026-04-29 11:41:47","ok","210","5000","1500","0,9995","100000","103"
"2026-04-29 11:41:48","ok","211","5000","1500","0,999","50000","101"
"2026-04-29 11:41:48","ok","212","5000","1500","0,999","50000","102"
"2026-04-29 11:41:49","ok","213","5000","1500","0,999","50000","103"
"2026-04-29 11:41:50","ok","214","5000","1500","0,999","100000","101"
"2026-04-29 11:41:50","ok","215","5000","1500","0,999","100000","102"
"2026-04-29 11:41:51","ok","216","5000","1500","0,999","100000","103"
"2026-04-29 11:41:51","ok","217","5000","2000","0,998","50000","101"
"2026-04-29 11:41:52","ok","218","5000","2000","0,998","50000","102"
"2026-04-29 11:41:52","ok","219","5000","2000","0,998","50000","103"
"2026-04-29 11:41:53","ok","220","5000","2000","0,998","100000","101"
"2026-04-29 11:41:54","ok","221","5000","2000","0,998","100000","102"
"2026-04-29 11:41:54","ok","222","5000","2000","0,998","100000","103"
"2026-04-29 11:41:55","ok","223","5000","2000","0,9993","50000","101"
"2026-04-29 11:41:55","ok","224","5000","2000","0,9993","50000","102"
"2026-04-29 11:41:56","ok","225","5000","2000","0,9993","50000","103"
"2026-04-29 11:41:57","ok","226","5000","2000","0,9993","100000","101"
"2026-04-29 11:41:57","ok","227","5000","2000","0,9993","100000","102"
"2026-04-29 11:41:58","ok","228","5000","2000","0,9993","100000","103"
"2026-04-29 11:41:58","ok","229","5000","2000","0,9995","50000","101"
"2026-04-29 11:41:59","ok","230","5000","2000","0,9995","50000","102"
"2026-04-29 11:42:00","ok","231","5000","2000","0,9995","50000","103"
"2026-04-29 11:42:00","ok","232","5000","2000","0,9995","100000","101"
"2026-04-29 11:42:01","ok","233","5000","2000","0,9995","100000","102"
"2026-04-29 11:42:01","ok","234","5000","2000","0,9995","100000","103"
"2026-04-29 11:42:02","ok","235","5000","2000","0,999","50000","101"
"2026-04-29 11:42:02","ok","236","5000","2000","0,999","50000","102"
"2026-04-29 11:42:03","ok","237","5000","2000","0,999","50000","103"
"2026-04-29 11:42:04","ok","238","5000","2000","0,999","100000","101"
"2026-04-29 11:42:04","ok","239","5000","2000","0,999","100000","102"
"2026-04-29 11:42:05","ok","240","5000","2000","0,999","100000","103"
"2026-04-29 11:42:05","ok","241","10000","500","0,998","50000","101"
"2026-04-29 11:42:06","ok","242","10000","500","0,998","50000","102"
"2026-04-29 11:42:07","ok","243","10000","500","0,998","50000","103"
"2026-04-29 11:42:07","ok","244","10000","500","0,998","100000","101"
"2026-04-29 11:42:08","ok","245","10000","500","0,998","100000","102"
"2026-04-29 11:42:08","ok","246","10000","500","0,998","100000","103"
"2026-04-29 11:42:09","ok","247","10000","500","0,9993","50000","101"
"2026-04-29 11:42:10","ok","248","10000","500","0,9993","50000","102"
"2026-04-29 11:42:10","ok","249","10000","500","0,9993","50000","103"
"2026-04-29 11:42:11","ok","250","10000","500","0,9993","100000","101"
"2026-04-29 11:42:11","ok","251","10000","500","0,9993","100000","102"
"2026-04-29 11:42:12","ok","252","10000","500","0,9993","100000","103"
"2026-04-29 11:42:13","ok","253","10000","500","0,9995","50000","101"
"2026-04-29 11:42:13","ok","254","10000","500","0,9995","50000","102"
"2026-04-29 11:42:14","ok","255","10000","500","0,9995","50000","103"
"2026-04-29 11:42:14","ok","256","10000","500","0,9995","100000","101"
"2026-04-29 11:42:15","ok","257","10000","500","0,9995","100000","102"
"2026-04-29 11:42:16","ok","258","10000","500","0,9995","100000","103"
"2026-04-29 11:42:16","ok","259","10000","500","0,999","50000","101"
"2026-04-29 11:42:17","ok","260","10000","500","0,999","50000","102"
"2026-04-29 11:42:17","ok","261","10000","500","0,999","50000","103"
"2026-04-29 11:42:18","ok","262","10000","500","0,999","100000","101"
"2026-04-29 11:42:19","ok","263","10000","500","0,999","100000","102"
"2026-04-29 11:42:19","ok","264","10000","500","0,999","100000","103"
"2026-04-29 11:42:20","ok","265","10000","1000","0,998","50000","101"
"2026-04-29 11:42:20","ok","266","10000","1000","0,998","50000","102"
"2026-04-29 11:42:21","ok","267","10000","1000","0,998","50000","103"
"2026-04-29 11:42:22","ok","268","10000","1000","0,998","100000","101"
"2026-04-29 11:42:22","ok","269","10000","1000","0,998","100000","102"
"2026-04-29 11:42:23","ok","270","10000","1000","0,998","100000","103"
"2026-04-29 11:42:24","ok","271","10000","1000","0,9993","50000","101"
"2026-04-29 11:42:24","ok","272","10000","1000","0,9993","50000","102"
"2026-04-29 11:42:25","ok","273","10000","1000","0,9993","50000","103"
"2026-04-29 11:42:25","ok","274","10000","1000","0,9993","100000","101"
"2026-04-29 11:42:26","ok","275","10000","1000","0,9993","100000","102"
"2026-04-29 11:42:27","ok","276","10000","1000","0,9993","100000","103"
"2026-04-29 11:42:27","ok","277","10000","1000","0,9995","50000","101"
"2026-04-29 11:42:28","ok","278","10000","1000","0,9995","50000","102"
"2026-04-29 11:42:28","ok","279","10000","1000","0,9995","50000","103"
"2026-04-29 11:42:29","ok","280","10000","1000","0,9995","100000","101"
"2026-04-29 11:42:30","ok","281","10000","1000","0,9995","100000","102"
"2026-04-29 11:42:30","ok","282","10000","1000","0,9995","100000","103"
"2026-04-29 11:42:31","ok","283","10000","1000","0,999","50000","101"
"2026-04-29 11:42:31","ok","284","10000","1000","0,999","50000","102"
"2026-04-29 11:42:32","ok","285","10000","1000","0,999","50000","103"
"2026-04-29 11:42:33","ok","286","10000","1000","0,999","100000","101"
"2026-04-29 11:42:33","ok","287","10000","1000","0,999","100000","102"
"2026-04-29 11:42:34","ok","288","10000","1000","0,999","100000","103"
"2026-04-29 11:42:34","ok","289","10000","1250","0,998","50000","101"
"2026-04-29 11:42:35","ok","290","10000","1250","0,998","50000","102"
"2026-04-29 11:42:36","ok","291","10000","1250","0,998","50000","103"
"2026-04-29 11:42:36","ok","292","10000","1250","0,998","100000","101"
"2026-04-29 11:42:37","ok","293","10000","1250","0,998","100000","102"
"2026-04-29 11:42:38","ok","294","10000","1250","0,998","100000","103"
"2026-04-29 11:42:38","ok","295","10000","1250","0,9993","50000","101"
"2026-04-29 11:42:39","ok","296","10000","1250","0,9993","50000","102"
"2026-04-29 11:42:39","ok","297","10000","1250","0,9993","50000","103"
"2026-04-29 11:42:40","ok","298","10000","1250","0,9993","100000","101"
"2026-04-29 11:42:41","ok","299","10000","1250","0,9993","100000","102"
"2026-04-29 11:42:41","ok","300","10000","1250","0,9993","100000","103"
"2026-04-29 11:42:42","ok","301","10000","1250","0,9995","50000","101"
"2026-04-29 11:42:42","ok","302","10000","1250","0,9995","50000","102"
"2026-04-29 11:42:43","ok","303","10000","1250","0,9995","50000","103"
"2026-04-29 11:42:43","ok","304","10000","1250","0,9995","100000","101"
"2026-04-29 11:42:44","ok","305","10000","1250","0,9995","100000","102"
"2026-04-29 11:42:45","ok","306","10000","1250","0,9995","100000","103"
"2026-04-29 11:42:45","ok","307","10000","1250","0,999","50000","101"
"2026-04-29 11:42:46","ok","308","10000","1250","0,999","50000","102"
"2026-04-29 11:42:47","ok","309","10000","1250","0,999","50000","103"
"2026-04-29 11:42:47","ok","310","10000","1250","0,999","100000","101"
"2026-04-29 11:42:48","ok","311","10000","1250","0,999","100000","102"
"2026-04-29 11:42:49","ok","312","10000","1250","0,999","100000","103"
"2026-04-29 11:42:49","ok","313","10000","1500","0,998","50000","101"
"2026-04-29 11:42:50","ok","314","10000","1500","0,998","50000","102"
"2026-04-29 11:42:50","ok","315","10000","1500","0,998","50000","103"
"2026-04-29 11:42:51","ok","316","10000","1500","0,998","100000","101"
"2026-04-29 11:42:51","ok","317","10000","1500","0,998","100000","102"
"2026-04-29 11:42:52","ok","318","10000","1500","0,998","100000","103"
"2026-04-29 11:42:53","ok","319","10000","1500","0,9993","50000","101"
"2026-04-29 11:42:53","ok","320","10000","1500","0,9993","50000","102"
"2026-04-29 11:42:54","ok","321","10000","1500","0,9993","50000","103"
"2026-04-29 11:42:54","ok","322","10000","1500","0,9993","100000","101"
"2026-04-29 11:42:55","ok","323","10000","1500","0,9993","100000","102"
"2026-04-29 11:42:56","ok","324","10000","1500","0,9993","100000","103"
"2026-04-29 11:42:56","ok","325","10000","1500","0,9995","50000","101"
"2026-04-29 11:42:57","ok","326","10000","1500","0,9995","50000","102"
"2026-04-29 11:42:57","ok","327","10000","1500","0,9995","50000","103"
"2026-04-29 11:42:58","ok","328","10000","1500","0,9995","100000","101"
"2026-04-29 11:42:58","ok","329","10000","1500","0,9995","100000","102"
"2026-04-29 11:42:59","ok","330","10000","1500","0,9995","100000","103"
"2026-04-29 11:43:00","ok","331","10000","1500","0,999","50000","101"
"2026-04-29 11:43:00","ok","332","10000","1500","0,999","50000","102"
"2026-04-29 11:43:01","ok","333","10000","1500","0,999","50000","103"
"2026-04-29 11:43:01","ok","334","10000","1500","0,999","100000","101"
"2026-04-29 11:43:02","ok","335","10000","1500","0,999","100000","102"
"2026-04-29 11:43:03","ok","336","10000","1500","0,999","100000","103"
"2026-04-29 11:43:03","ok","337","10000","2000","0,998","50000","101"
"2026-04-29 11:43:04","ok","338","10000","2000","0,998","50000","102"
"2026-04-29 11:43:04","ok","339","10000","2000","0,998","50000","103"
"2026-04-29 11:43:05","ok","340","10000","2000","0,998","100000","101"
"2026-04-29 11:43:05","ok","341","10000","2000","0,998","100000","102"
"2026-04-29 11:43:06","ok","342","10000","2000","0,998","100000","103"
"2026-04-29 11:43:07","ok","343","10000","2000","0,9993","50000","101"
"2026-04-29 11:43:07","ok","344","10000","2000","0,9993","50000","102"
"2026-04-29 11:43:08","ok","345","10000","2000","0,9993","50000","103"
"2026-04-29 11:43:08","ok","346","10000","2000","0,9993","100000","101"
"2026-04-29 11:43:09","ok","347","10000","2000","0,9993","100000","102"
"2026-04-29 11:43:10","ok","348","10000","2000","0,9993","100000","103"
"2026-04-29 11:43:10","ok","349","10000","2000","0,9995","50000","101"
"2026-04-29 11:43:11","ok","350","10000","2000","0,9995","50000","102"
"2026-04-29 11:43:11","ok","351","10000","2000","0,9995","50000","103"
"2026-04-29 11:43:12","ok","352","10000","2000","0,9995","100000","101"
"2026-04-29 11:43:13","ok","353","10000","2000","0,9995","100000","102"
"2026-04-29 11:43:13","ok","354","10000","2000","0,9995","100000","103"
"2026-04-29 11:43:14","ok","355","10000","2000","0,999","50000","101"
"2026-04-29 11:43:14","ok","356","10000","2000","0,999","50000","102"
"2026-04-29 11:43:15","ok","357","10000","2000","0,999","50000","103"
"2026-04-29 11:43:16","ok","358","10000","2000","0,999","100000","101"
"2026-04-29 11:43:16","ok","359","10000","2000","0,999","100000","102"
"2026-04-29 11:43:17","ok","360","10000","2000","0,999","100000","103"
"2026-04-29 11:43:17","ok","361","50000","500","0,998","50000","101"
"2026-04-29 11:43:18","ok","362","50000","500","0,998","50000","102"
"2026-04-29 11:43:18","ok","363","50000","500","0,998","50000","103"
"2026-04-29 11:43:19","ok","364","50000","500","0,998","100000","101"
"2026-04-29 11:43:20","ok","365","50000","500","0,998","100000","102"
"2026-04-29 11:43:20","ok","366","50000","500","0,998","100000","103"
"2026-04-29 11:43:21","ok","367","50000","500","0,9993","50000","101"
"2026-04-29 11:43:21","ok","368","50000","500","0,9993","50000","102"
"2026-04-29 11:43:22","ok","369","50000","500","0,9993","50000","103"
"2026-04-29 11:43:23","ok","370","50000","500","0,9993","100000","101"
"2026-04-29 11:43:23","ok","371","50000","500","0,9993","100000","102"
"2026-04-29 11:43:24","ok","372","50000","500","0,9993","100000","103"
"2026-04-29 11:43:24","ok","373","50000","500","0,9995","50000","101"
"2026-04-29 11:43:25","ok","374","50000","500","0,9995","50000","102"
"2026-04-29 11:43:25","ok","375","50000","500","0,9995","50000","103"
"2026-04-29 11:43:26","ok","376","50000","500","0,9995","100000","101"
"2026-04-29 11:43:27","ok","377","50000","500","0,9995","100000","102"
"2026-04-29 11:43:27","ok","378","50000","500","0,9995","100000","103"
"2026-04-29 11:43:28","ok","379","50000","500","0,999","50000","101"
"2026-04-29 11:43:28","ok","380","50000","500","0,999","50000","102"
"2026-04-29 11:43:29","ok","381","50000","500","0,999","50000","103"
"2026-04-29 11:43:29","ok","382","50000","500","0,999","100000","101"
"2026-04-29 11:43:30","ok","383","50000","500","0,999","100000","102"
"2026-04-29 11:43:31","ok","384","50000","500","0,999","100000","103"
"2026-04-29 11:43:31","ok","385","50000","1000","0,998","50000","101"
"2026-04-29 11:43:32","ok","386","50000","1000","0,998","50000","102"
"2026-04-29 11:43:32","ok","387","50000","1000","0,998","50000","103"
"2026-04-29 11:43:33","ok","388","50000","1000","0,998","100000","101"
"2026-04-29 11:43:33","ok","389","50000","1000","0,998","100000","102"
"2026-04-29 11:43:34","ok","390","50000","1000","0,998","100000","103"
"2026-04-29 11:43:35","ok","391","50000","1000","0,9993","50000","101"
"2026-04-29 11:43:35","ok","392","50000","1000","0,9993","50000","102"
"2026-04-29 11:43:36","ok","393","50000","1000","0,9993","50000","103"
"2026-04-29 11:43:36","ok","394","50000","1000","0,9993","100000","101"
"2026-04-29 11:43:37","ok","395","50000","1000","0,9993","100000","102"
