source_dir,timestamp,instance,algorithm,best_objective,best_distance,time_violation,capacity_violation,vehicle_violation,routes,runtime_ms,solutions_evaluated,penalty_weight,enforce_time_windows,parameters,feasible
resultTABU/Exp16,2026-04-23 12:48:04,data101.vrp,tabu,957.3221633733516,957.3221633733516,16168.044606014872,0.0,0.0,8,268546,282149271,1000.0,False,iterations=30000; seed=15032385571; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp17,2026-04-23 12:52:27,data101.vrp,tabu,943.4658738436924,943.4658738436924,14214.633926379993,0.0,0.0,8,262631,282103393,1000.0,False,iterations=30000; seed=15032385571; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp18,2026-04-23 13:25:45,data101.vrp,tabu,957.3221633733516,957.3221633733516,16168.044606014872,0.0,0.0,8,1997702,281952797,1000.0,False,iterations=30000; seed=15032385571; tabuTenure=60; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp19,2026-04-23 13:30:31,data101.vrp,tabu,957.3221633733516,957.3221633733516,16168.044606014872,0.0,0.0,8,284975,281927815,1000.0,False,iterations=30000; seed=15032385571; tabuTenure=70; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp2,2026-04-22 17:31:48,data101.vrp,tabu,1806.15892517255,1806.15892517255,0.0,0.0,0.0,23,408610,352045743,1000.0,True,iterations=30000; seed=15032385571; tabuTenure=20; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,True
resultTABU/Exp20,2026-04-23 13:35:07,data101.vrp,tabu,998.3628887694044,998.3628887694044,15955.652348581532,0.0,0.0,8,274664,281776335,1000.0,False,iterations=30000; seed=15032385572; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp21,2026-04-23 13:36:46,data101.vrp,tabu,1151.1290944671907,1151.1290944671907,16339.349538198268,0.0,0.0,8,98354,130020001,1000.0,False,iterations=30000; seed=15032385572; tabuTenure=50; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp22,2026-04-23 13:36:59,data101.vrp,tabu,1726.9804141255563,1726.9804141255563,20258.61088778019,0.0,0.0,8,12106,15720001,1000.0,False,iterations=30000; seed=15032385572; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647,False
resultTABU/Exp23,2026-04-23 14:21:56,data101.vrp,tabu,996.261882695778,996.261882695778,15905.574148676278,0.0,0.0,8,2694264,281804317,1000.0,False,iterations=30000; seed=15032385572; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp24,2026-04-23 14:26:03,data101.vrp,tabu,998.3628887694044,998.3628887694044,15955.652348581532,0.0,0.0,8,247213,281776335,1000.0,False,iterations=30000; seed=15032385572; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp25,2026-04-23 14:30:10,data101.vrp,tabu,998.3628887694044,998.3628887694044,15955.652348581532,0.0,0.0,8,246085,281742823,1000.0,False,iterations=30000; seed=15032385572; tabuTenure=60; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp26,2026-04-23 15:56:01,data101.vrp,tabu,998.4386807872082,998.4386807872082,16225.45000444991,0.0,0.0,8,5151376,281258959,1000.0,False,iterations=30000; seed=15032385572; tabuTenure=70; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp27,2026-04-23 16:00:26,data101.vrp,tabu,1095.1171723531318,1095.1171723531318,15228.14080364037,0.0,0.0,8,263144,281560679,1000.0,False,iterations=30000; seed=15032385573; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp28,2026-04-23 16:02:09,data101.vrp,tabu,1260.8095548780232,1260.8095548780232,16523.513488226716,0.0,0.0,8,102938,129030001,1000.0,False,iterations=30000; seed=15032385573; tabuTenure=50; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp29,2026-04-23 16:02:23,data101.vrp,tabu,1737.6917247520628,1737.6917247520628,20583.88039809168,0.0,0.0,8,12835,16710001,1000.0,False,iterations=30000; seed=15032385573; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647,False
resultTABU/Exp3,2026-04-22 17:38:19,data101.vrp,tabu,1806.15892517255,1806.15892517255,0.0,0.0,0.0,23,390411,352045307,1000.0,True,iterations=30000; seed=15032385571; tabuTenure=30; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,True
resultTABU/Exp30,2026-04-23 16:06:51,data101.vrp,tabu,993.4907094585136,993.4907094585136,16878.63924289712,0.0,0.0,8,265970,280735785,1000.0,False,iterations=30000; seed=15032385573; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp31,2026-04-23 16:11:14,data101.vrp,tabu,1095.1171723531318,1095.1171723531318,15228.14080364037,0.0,0.0,8,261704,281560679,1000.0,False,iterations=30000; seed=15032385573; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp32,2026-04-23 16:35:30,data101.vrp,tabu,1095.1171723531318,1095.1171723531318,15228.14080364037,0.0,0.0,8,1456053,281550385,1000.0,False,iterations=30000; seed=15032385573; tabuTenure=60; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp33,2026-04-23 16:39:55,data101.vrp,tabu,997.840831280306,997.840831280306,15965.407473234594,0.0,0.0,8,264900,281477597,1000.0,False,iterations=30000; seed=15032385573; tabuTenure=70; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp34,2026-04-23 16:44:21,data101.vrp,tabu,926.049246739634,926.049246739634,15229.79269887996,0.0,0.0,8,263930,281878145,1000.0,False,iterations=30000; seed=15032385574; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp35,2026-04-23 16:46:05,data101.vrp,tabu,1252.4684710032686,1252.4684710032686,16672.95577807504,0.0,0.0,8,103544,129360001,1000.0,False,iterations=30000; seed=15032385574; tabuTenure=50; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp36,2026-04-23 16:46:19,data101.vrp,tabu,1666.0519082080907,1666.0519082080907,21336.14447141292,0.0,0.0,8,13314,16380001,1000.0,False,iterations=30000; seed=15032385574; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647,False
resultTABU/Exp37,2026-04-23 17:01:06,data101.vrp,tabu,911.199518704558,911.199518704558,15812.681756028418,0.0,0.0,8,885070,282337609,1000.0,False,iterations=30000; seed=15032385574; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp38,2026-04-23 17:05:31,data101.vrp,tabu,926.049246739634,926.049246739634,15229.79269887996,0.0,0.0,8,264618,281878145,1000.0,False,iterations=30000; seed=15032385574; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp39,2026-04-23 17:09:55,data101.vrp,tabu,926.049246739634,926.049246739634,15229.79269887996,0.0,0.0,8,263584,281895237,1000.0,False,iterations=30000; seed=15032385574; tabuTenure=60; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp4,2026-04-22 17:46:02,data101.vrp,tabu,1800.345381234129,1800.345381234129,0.0,0.0,0.0,23,462533,352209925,1000.0,True,iterations=30000; seed=15032385571; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,True
resultTABU/Exp40,2026-04-23 17:14:21,data101.vrp,tabu,931.3305549554332,931.3305549554332,16469.72813236033,0.0,0.0,8,265317,281191973,1000.0,False,iterations=30000; seed=15032385574; tabuTenure=70; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp41,2026-04-23 17:18:26,data101.vrp,tabu,1004.2858563793536,1004.2858563793536,15378.830677798422,0.0,0.0,8,242963,281024359,1000.0,False,iterations=30000; seed=15032385575; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp42,2026-04-23 17:19:58,data101.vrp,tabu,1323.081041432651,1323.081041432651,17070.699097685345,0.0,0.0,8,92424,129660001,1000.0,False,iterations=30000; seed=15032385575; tabuTenure=50; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp43,2026-04-23 17:20:11,data101.vrp,tabu,1803.844981665044,1803.844981665044,22285.72124226149,0.0,0.0,8,12001,16080001,1000.0,False,iterations=30000; seed=15032385575; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647,False
resultTABU/Exp44,2026-04-23 17:30:42,data101.vrp,tabu,961.9902309322975,961.9902309322975,12938.6293998568,0.0,0.0,8,628976,281991947,1000.0,False,iterations=30000; seed=15032385575; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp45,2026-04-23 17:34:45,data101.vrp,tabu,1004.2858563793536,1004.2858563793536,15378.830677798422,0.0,0.0,8,241956,281024359,1000.0,False,iterations=30000; seed=15032385575; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp46,2026-04-23 17:38:46,data101.vrp,tabu,1002.7223169602938,1002.7223169602938,14692.61399006481,0.0,0.0,8,241135,280997519,1000.0,False,iterations=30000; seed=15032385575; tabuTenure=60; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp47,2026-04-23 17:43:11,data101.vrp,tabu,991.3162325728736,991.3162325728736,14462.107313316355,0.0,0.0,8,264797,280739581,1000.0,False,iterations=30000; seed=15032385575; tabuTenure=70; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp48,2026-04-23 17:47:35,data101.vrp,tabu,912.7094195926104,912.7094195926104,12318.351739556125,0.0,0.0,8,261870,281551127,1000.0,False,iterations=30000; seed=15032385576; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp49,2026-04-23 17:49:18,data101.vrp,tabu,1249.1351230693767,1249.1351230693767,13681.532039946316,0.0,0.0,8,102571,129630001,1000.0,False,iterations=30000; seed=15032385576; tabuTenure=50; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp5,2026-04-22 17:53:06,data101.vrp,tabu,1796.815572350666,1796.815572350666,0.0,0.0,0.0,23,423415,352611489,1000.0,True,iterations=30000; seed=15032385571; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,True
resultTABU/Exp50,2026-04-23 17:49:31,data101.vrp,tabu,1867.608910185062,1867.608910185062,21612.782066945296,0.0,0.0,8,12223,16110001,1000.0,False,iterations=30000; seed=15032385576; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647,False
resultTABU/Exp51,2026-04-23 17:53:58,data101.vrp,tabu,873.5485090484924,873.5485090484924,12626.958335520769,0.0,0.0,8,264444,281576273,1000.0,False,iterations=30000; seed=15032385576; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp52,2026-04-23 18:43:17,data101.vrp,tabu,912.7094195926104,912.7094195926104,12318.351739556125,0.0,0.0,8,2959329,281551127,1000.0,False,iterations=30000; seed=15032385576; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp53,2026-04-23 18:47:39,data101.vrp,tabu,886.3670010537577,886.3670010537577,14350.503039577869,0.0,0.0,8,260853,281756139,1000.0,False,iterations=30000; seed=15032385576; tabuTenure=60; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp54,2026-04-23 18:51:45,data101.vrp,tabu,919.3676732925431,919.3676732925431,14433.75941357547,0.0,0.0,8,246165,281167063,1000.0,False,iterations=30000; seed=15032385576; tabuTenure=70; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp55,2026-04-23 18:56:09,data101.vrp,tabu,943.348538236309,943.348538236309,12682.953161138035,0.0,0.0,8,262245,281590577,1000.0,False,iterations=30000; seed=15032385577; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp56,2026-04-23 18:57:44,data101.vrp,tabu,1142.8317129227114,1142.8317129227114,14043.883179425477,0.0,0.0,8,94176,130380001,1000.0,False,iterations=30000; seed=15032385577; tabuTenure=50; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp57,2026-04-23 18:57:56,data101.vrp,tabu,1814.6090454672587,1814.6090454672587,19498.66550401336,0.0,0.0,8,11816,15360001,1000.0,False,iterations=30000; seed=15032385577; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647,False
resultTABU/Exp58,2026-04-23 19:02:09,data101.vrp,tabu,934.7314748528124,934.7314748528124,13187.885115004156,0.0,0.0,8,250438,280769015,1000.0,False,iterations=30000; seed=15032385577; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp59,2026-04-23 19:06:22,data101.vrp,tabu,943.348538236309,943.348538236309,12682.953161138035,0.0,0.0,8,252697,281590577,1000.0,False,iterations=30000; seed=15032385577; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp6,2026-04-22 19:44:02,data101.vrp,tabu,1040.3258887374602,1040.3258887374602,14754.459768844245,0.0,0.0,8,243596,281517019,1000.0,False,iterations=30000; seed=15032385570; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp60,2026-04-23 19:10:32,data101.vrp,tabu,943.4982083263772,943.4982083263772,12738.396619019602,0.0,0.0,8,249661,281704895,1000.0,False,iterations=30000; seed=15032385577; tabuTenure=60; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp61,2026-04-24 10:12:31,data101.vrp,tabu,1790.1554748289773,1790.1554748289773,0.0,0.0,0.0,23,532330,352164373,1000.0,True,iterations=30000; seed=15032385570; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,True
resultTABU/Exp62,2026-04-24 10:18:11,data111.vrp,tabu,1176.1485692085123,1176.1485692085123,0.0,0.0,0.0,15,338289,319542485,1000.0,True,iterations=30000; seed=15032385570; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,True
resultTABU/Exp63,2026-04-24 10:27:38,data201.vrp,tabu,1311.896031366104,1311.896031366104,0.0,0.0,0.0,14,566007,315948255,1000.0,True,iterations=30000; seed=15032385570; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,True
resultTABU/Exp7,2026-04-22 19:45:46,data101.vrp,tabu,1263.8499761770404,1263.8499761770404,15409.39022796906,0.0,0.0,8,103267,129540001,1000.0,False,iterations=30000; seed=15032385570; tabuTenure=50; interNeighborhoodType=exchange; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
resultTABU/Exp8,2026-04-22 19:45:59,data101.vrp,tabu,1788.1251870770482,1788.1251870770482,20397.939852531883,0.0,0.0,8,13282,16170001,1000.0,False,iterations=30000; seed=15032385570; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=2opt; vehicleLimit=2147483647,False
resultTABU/Exp9,2026-04-22 19:50:05,data101.vrp,tabu,1040.3258887374602,1040.3258887374602,14754.459768844245,0.0,0.0,8,242917,281529023,1000.0,False,iterations=30000; seed=15032385570; tabuTenure=40; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647,False
