timestamp,instance,algorithm,best_objective,best_distance,time_violation,capacity_violation,vehicle_violation,routes,runtime_ms,solutions_evaluated,generated_relocate,generated_swap,generated_noop,penalty_weight,enforce_time_windows,max_vehicles,parameters
"2026-04-22 19:44:02","data101.vrp","tabu",1040.3258887374602,1040.3258887374602,14754.459768844243,0.0,0.0,8,243596,281517019,281517018,0,0,1000.0,false,2147483647,"iterations=30000; seed=15032385570; tabuTenure=50; interNeighborhoodType=relocate; intraNeighborhoodType=relocate; vehicleLimit=2147483647"
